symbol,companyName,exchange,marketCap,price,ceo,enterpriseValue
SDHC,Smith Douglas Homes Corp.,NYSE,120653869.0,13.33,Gregory S. Bennett,910635917.0
MED,"Medifast, Inc.",NYSE,120466088.0,10.92,Daniel R. Chard,44759080.0
GEOS,Geospace Technologies Corporation,NASDAQ,119857470.0,9.3,Richard James Kelley,217192702.0
CEPS,"Cantor Equity Partners VI, Inc. Class A Ordinary Shares",NASDAQ,119770000.0,10.15,Brandon G. Lutnick,129920000.0
ROC,Rank One Computing Corporation,NASDAQ,118869197.0,6.23,Scott Swann,95231341.0
QSEA,Quartzsea Acquisition Corporation,NASDAQ,118662960.0,10.4,Qi Gong,59164719.0
KRRO,"Korro Bio, Inc.",NASDAQ,118534000.0,12.61,Ram Aiyar,96919170.0
STIM,"Neuronetics, Inc.",NASDAQ,118285150.0,1.7,Daniel L. Reuvers,147181380.0
TLYS,"Tilly's, Inc.",NYSE,118270678.0,3.93,Michael L. Henry,168413050.0
HYPR,"Hyperfine, Inc.",NASDAQ,117654939.0,1.44,Maria Degois-Sainz,57483112.0
SPEG,Silver Pegasus Acquisition Corp Class A Ordinary Shares,NASDAQ,117530000.0,10.22,Cesar Johnston,53069664.0
AOUT,"American Outdoor Brands, Inc.",NASDAQ,117518814.0,9.33,Brian Daniel Murphy,153673380.0
WPAC,White Pearl Acquisition Corp.,NYSE,117266269.0,9.91,Naphat Sirimongkolkasem,
CHAR,Charlton Aria Acquisition Corporation,NASDAQ,117215839.0,10.69,Min Lee Jung,109210952.0
ZEOWW,Zeo Energy Corp.,NASDAQ,117086185.0,0.0501,Timothy A. Bridgewater,
FONR,FONAR Corporation,NASDAQ,116916772.0,18.94,Timothy R. Damadian,77088611.0
TONX,TON Strategy Co.,NASDAQ,116453079.0,2.06,Veronika Kapustina,460386731.0
ASRT,"Assertio Holdings, Inc.",NASDAQ,116335138.0,18.05,Mark L. Reisenauer,86970210.0
QUMS,Quantumsphere Acquisition Corp. Ordinary Shares,NASDAQ,115891564.0,10.16,Ping Zhang,
PGAC,Pantages Capital Acquisition Corp,NASDAQ,115878005.0,10.51,William W. Snyder,9794822.0
TTSH,"Tile Shop Holdings, Inc.",NASDAQ,115483049.0,2.9,Cabell H. Lolmaugh,303539390.0
NNBR,"NN, Inc.",NASDAQ,115437285.0,2.3,Harold C. Bevis,263246360.0
UNB,"Union Bankshares, Inc.",NASDAQ,115351250.0,25.0,David Scott Silverman,406640811.0
TMCI,"Treace Medical Concepts, Inc.",NASDAQ,115316232.0,1.78,John T. Treace,158283057.0
OPRX,OptimizeRx Corporation,NASDAQ,115199908.0,6.14,Stephen L. Silvestro,230226505.0
WSBK,"Winchester Bancorp, Inc. Common Stock",NASDAQ,115055940.0,12.84,John A. Carroll,174521760.0
AKA,a.k.a. Brands Holding Corp.,NYSE,115002930.0,10.63,Ciaran Joseph Long,306280994.0
CHARU,Charlton Aria Acquisition Corporation,NASDAQ,114861500.0,10.66,Min Lee Jung,
ULBI,Ultralife Corporation,NASDAQ,114596720.0,6.88,Michael E. Manna,135498240.0
MGYR,"Magyar Bancorp, Inc.",NASDAQ,114287291.0,17.6424,John S. Fitzgerald,149595831.0
DTI,Drilling Tools International Corp.,NASDAQ,114001862.0,3.24,R. Wayne Prejean,140226506.0
AARD,"Aardvark Therapeutics, Inc. Common Stock",NASDAQ,113661574.0,5.21,Tien-Li Lee,211061339.0
FBIOP,"Fortress Biotech, Inc.",NASDAQ,113517932.0,14.42,Lindsay Allan Rosenwald,97040913.0
VRA,"Vera Bradley, Inc.",NASDAQ,113259465.0,4.05,Ian Martin Bickley,119127400.0
KVAC,Keen Vision Acquisition Corporation Ordinary Shares,NASDAQ,113170657.0,12.25,Ka Chun Wong,
BAER,"Bridger Aerospace Group Holdings, Inc. Common Stock",NASDAQ,112965066.0,2.02,Sam Davis,312809890.0
DHX,"DHI Group, Inc.",NYSE,111525605.0,2.48,Art Zeile,113061250.0
SUIG,SUI Group Holdings Limited,NASDAQ,111364205.0,1.45,Douglas Michael Polinsky,45218428.0
INVE,"Identiv, Inc.",NASDAQ,111119045.0,4.64,Kirsten F. Newquist,-36430120.0
CRDF,"Cardiff Oncology, Inc.",NASDAQ,110751300.0,1.62,Mani Mohindru,171185210.0
KEQU,Kewaunee Scientific Corporation,NASDAQ,110470439.0,38.54,Thomas David Hull,125852540.0
FGMCU,FG Merger Corp.,NASDAQ,110062102.0,10.69,Larry Gene Swets Jr.,
TNYA,"Tenaya Therapeutics, Inc.",NASDAQ,110008324.0,0.6603,Faraz Ali,19122050.0
COOK,"Traeger, Inc.",NYSE,109965902.0,40.06,Jeremy Andrus,549649626.0
NRDY,"Nerdy, Inc.",NYSE,109935155.0,0.886,Charles Cohn,97095200.0
SKYX,SKYX Platforms Corp.,NASDAQ,109846396.0,1.01,Leonard Jay Sokolow Econ.,265304288.0
DTSQU,DT Cloud Star Acquisition Corporation,NASDAQ,109738235.0,10.91,Zheng Sun,
PROV,"Provident Financial Holdings, Inc.",NASDAQ,109650344.0,17.2,Donavon Ternes,264082333.0
BODI,"The Beachbody Company, Inc.",NASDAQ,109642540.0,15.27,Carl D. Daikeler,58602560.0
CNTN,Canton Strategic Holdings Inc,NASDAQ,109420556.0,3.12,Mark Wendland,80076661.0
SIDU,"Sidus Space, Inc.",NASDAQ,109350885.0,3.1,Carol Craig,43479006.0
AIFC,AI Financial Corporation,NASDAQ,109273744.0,0.8593,Antonios Isaac,
ALTS,ALT5 Sigma Corporation,NASDAQ,108726930.0,0.855,Antonios Isaac,
FSHPU,Flag Ship Acquisition Corp. Unit,NASDAQ,108432965.0,10.97,Matthew Chen,
RPT,Rithm Property Trust Inc.,NYSE,108194020.0,14.29,Michael Nierenberg,788014998.0
REKR,"Rekor Systems, Inc.",NASDAQ,107992225.0,0.7907,Robert Alan Berman,178315528.0
BHAVU,BHAV Acquisition Corp Units,NASDAQ,107963000.0,10.09,Giri Devanur,
BSBK,Bogota Financial Corp.,NASDAQ,107876990.0,8.35,Kevin Pace,174899693.0
HURC,"Hurco Companies, Inc.",NASDAQ,107526853.0,16.68,Gregory S. Volovic,79106200.0
KVACU,Keen Vision Acquisition Corporation,NASDAQ,107495560.0,11.5,Ka Chun Wong,
SAMG,Silvercrest Asset Management Group Inc.,NASDAQ,107280273.0,13.21,Richard R. Hough,112904907.0
PEPG,PepGen Inc.,NASDAQ,107128703.0,1.55,James G. McArthur,231353970.0
RVSB,"Riverview Bancorp, Inc.",NASDAQ,107075358.0,5.17,Nicole Sherman,196617050.0
TSQ,"Townsquare Media, Inc.",NYSE,106906963.0,6.25,Bill Wilson,562849760.0
TZOO,Travelzoo,NASDAQ,106480962.0,9.74,Holger Bartel,79773600.0
SEER,"Seer, Inc.",NASDAQ,106071051.0,1.88,Omid C. Farokhzad,81496071.0
TTRX,Turn Therapeutics Inc.,NASDAQ,105896482.0,3.555,Bradley E. Burnam,49155198.0
BHAV,BHAV Acquisition Corp Class A Ordinary Shares,NASDAQ,105716000.0,9.88,Giri Devanur,
SPEGU,Silver Pegasus Acquisition Corp,NASDAQ,105714678.0,10.99,Cesar Johnston,
SFBC,"Sound Financial Bancorp, Inc.",NASDAQ,105674846.0,41.15,Laura Lee Stewart,-1744382.0
LUCD,Lucid Diagnostics Inc.,NASDAQ,105373477.0,1.03,Lishan Aklog,-8773877770.0
RPID,"Rapid Micro Biosystems, Inc.",NASDAQ,105264192.0,2.3,Robert G. Spignesi Jr.,133414088.0
FRMM,"Forum Markets, Incorporated",NASDAQ,105221858.0,5.18,McAndrew Rudisill,43493377.0
TWLV,Twelve Seas Investment Company II,NASDAQ,105188062.0,9.94,Dimitri Elkin,444799116.0
RCEL,"AVITA Medical, Inc.",NASDAQ,105085467.0,4.23,Cary G. Vance,88011704.0
ALOT,"AstroNova, Inc.",NASDAQ,104776467.0,13.62,Jorik E. Ittmann,106848770.0
FGMC,FG Merger Corp.,NASDAQ,104502370.0,10.15,Larry Gene Swets Jr.,73231458.0
DWSN,Dawson Geophysical Company,NASDAQ,104337408.0,3.36,Anthony Clark,64141195.0
PYXS,"Pyxis Oncology, Inc.",NASDAQ,104299868.0,1.66,Thomas Civik,74715640.0
CMTL,Comtech Telecommunications Corp.,NASDAQ,104069350.0,3.5,Kenneth H. Traub,274467850.0
BOTJ,"Bank of the James Financial Group, Inc.",NASDAQ,104042440.0,22.9,Robert R. Chapman,64673220.0
SCPQU,Social Commerce Partners Corporation Unit,NASDAQ,103810500.0,10.03,Stuart Johnson,
KLRS,Kalaris Therapeutics Inc,NASDAQ,103051855.0,5.51,Andrew Oxtoby,32254375.0
VERI,"Veritone, Inc.",NASDAQ,103026830.0,2.04,Ryan Scott Steelberg,314215400.0
MRDN,Meridian Holdings Inc.,NASDAQ,102898245.0,8.14,William Scott,116684029.0
RFAMU,RF Acquisition Corp III Units,NASDAQ,102879000.0,9.94,Tse Meng Ng,
CHPG,ChampionsGate Acquisition Corporation Class A Ordinary Share,NASDAQ,102869046.0,10.3,Boon Liat Lim,
IMDX,Insight Molecular Diagnostics Inc.,NASDAQ,102802803.0,3.83,Joshua Riggs,220484000.0
SKIN,The Beauty Health Company,NASDAQ,102691160.0,0.8037,Pedro Malha,321666127.0
CSPI,CSP Inc.,NASDAQ,102599829.0,10.35,Victor J. Dellovo,82541350.0
HFFG,HF Foods Group Inc.,NASDAQ,102374534.0,1.93,Xi Lin,327814308.0
AMWL,American Well Corporation,NYSE,101951685.0,6.12,Ido Schoenberg,-99011011.0
WW,"WW International, Inc.",NASDAQ,101264221.0,10.13,Julie J. Rice,600306240.0
CRMT,"America's Car-Mart, Inc.",NASDAQ,101040817.0,12.17,Douglas W. Campbell,1192097500.0
CLAR,Clarus Corporation,NASDAQ,100996797.0,2.63,Warren Kanders,104212550.0
STHO,Star Holdings,NASDAQ,100457687.0,8.31,Jay S. Sugarman,327798070.0
SUNS,"Sunrise Realty Trust, Inc.",NASDAQ,100315840.0,7.42,Brian Sedrish,235720162.0
DTSQ,DT Cloud Star Acquisition Corporation,NASDAQ,99868098.0,11.22,Zheng Sun,67528910.0
OFRM,Once Upon A Farm Pbc,NYSE,99828252.0,14.52,John Foraker,
NOEM,CO2 Energy Transition Corp. Common Stock,NASDAQ,99787658.0,10.41,Brady Douglas Rodgers,70725129.0
MMLP,Martin Midstream Partners L.P.,NASDAQ,99767949.0,2.55,Robert D. Bondurant,626222001.0
CHMI-PB,Cherry Hill Mortgage Investment Corporation,NYSE,99242974.0,23.05,Jeffrey Lown,
IMUX,"Immunic, Inc.",NASDAQ,98981446.0,10.03,Daniel Vitt,68338408.0
SPKL,Spark I Acquisition Corp. Class A Ordinary Share,NASDAQ,98450442.0,11.37,James Rhee,74883827.0
JFB,JFB Construction Holdings Class A Common Stock,NASDAQ,98241640.0,5.79,Joseph Frank Basile,102532535.0
BTMD,biote Corp.,NASDAQ,97918732.0,2.22,Bret Christensen,167135437.0
SPKLU,Spark I Acquisition Corp. Unit,NASDAQ,97783020.0,11.32,James Rhee,
ZSQR,Z Squared Inc.,NASDAQ,97704554.0,15.7,,39991489.0
DH,Definitive Healthcare Corp.,NASDAQ,97629434.0,0.9345,Kevin D. Coop,320278925.0
CHMI,Cherry Hill Mortgage Investment Corporation,NYSE,97359776.0,2.65,Jeffrey Lown,1231772000.0
FSHP,Flag Ship Acquisition Corporation,NASDAQ,97138480.0,10.96,Matthew Chen,
VIASP,"Via Renewables, Inc.",NASDAQ,96898196.0,25.55,William Keith Maxwell,172782080.0
ANIX,"Anixa Biosciences, Inc.",NASDAQ,96560231.0,2.88,Amit Kumar,132995020.0
BCIC,BCP Investment Corporation,NASDAQ,96366970.0,7.78,Edward Joseph Goldthorpe,433308584.0
VOR,Vor Biopharma Inc.,NASDAQ,96160301.0,14.03,Jean-Paul Kress,-264361993.0
LAKE,"Lakeland Industries, Inc.",NASDAQ,95805465.0,9.74,James Jenkins,125459413.0
ARQ,"Arq, Inc.",NASDAQ,95553716.0,2.23,Robert E. Rasmus,166596940.0
VIRC,Virco Mfg. Corporation,NASDAQ,95354903.0,6.05,Robert A. Virtue,136106390.0
LIDR,"AEye, Inc.",NASDAQ,94772931.0,2.09,Matthew Fisch,382435708.0
FNWB,First Northwest Bancorp,NASDAQ,94708021.0,9.97,Curt T. Queyrouze,398631000.0
BTCS,BTCS Inc.,NASDAQ,94573203.0,1.9,Charles W. Allen,97939876.0
GNLX,Genelux Corporation,NASDAQ,94042265.0,2.5,Thomas D. Zindrick,158441657.0
NOEMU,CO2 Energy Transition Corp. Unit,NASDAQ,93576600.0,11.18,Brady Douglas Rodgers,
HCAT,"Health Catalyst, Inc.",NASDAQ,93454452.0,1.27,Benjamin Albert,287475440.0
VWAV,"VisionWave Holdings, Inc.",NASDAQ,93205807.0,5.65,Douglas Landers Davis,114471551.0
LCCCU,Lakeshore Acquisition III Corp. Unit,NASDAQ,93194329.0,10.47,Deyin Chen,
EXFY,"Expensify, Inc.",NASDAQ,93069117.0,1.05,David Barrett,82007800.0
MBOT,Microbot Medical Inc.,NASDAQ,92963681.0,2.04,Harel Gadot,88533724.0
BNCWZ,CEA Industries Inc.,NASDAQ,92643956.0,0.4095,David J. Namdar,
UBCP,"United Bancorp, Inc.",NASDAQ,92210956.0,15.97,Scott A. Everson,201114520.0
FUSB,"First US Bancshares, Inc.",NASDAQ,92041106.0,16.29,James F. House,82813888.0
LCCC,Lakeshore Acquisition III Corp.,NASDAQ,91988650.0,10.33,Deyin Chen,46438464.0
SLSN,"Solesence, Inc. Common Stock",NASDAQ,91822179.0,1.3,Kevin Cureton,135582643.0
SSBI,Summit State Bank,NASDAQ,91201810.0,13.66,Brian J. Reed,18679920.0
BWNB,"Babcock & Wilcox Enterprises, I",NYSE,91000000.0,25.0,Kenneth M. Young,
KDKRW,"Kodiak AI, Inc. Warrants",NASDAQ,90933774.0,1.47,Don Burnette,125256250.0
AEYE,"AudioEye, Inc.",NASDAQ,90845775.0,7.27,David D. Moradi,131947840.0
INTG,The InterGroup Corporation,NASDAQ,90744331.0,42.23,John V. Winfield,216981867.0
ALDX,"Aldeyra Therapeutics, Inc.",NASDAQ,90274173.0,1.5,Todd C. Brady,256584175.0
WALD,Waldencast plc,NASDAQ,90217035.0,0.763,Michel Brousset,331571023.0
SKLZ,Skillz Inc.,NYSE,90201143.0,5.78,Andrew C. Paradise,1464498.0
BRLT,"Brilliant Earth Group, Inc.",NASDAQ,89503060.0,1.4,Beth Tanara Gerstein,-15561891.0
NUAIW,"New Era Energy & Digital, Inc.",NASDAQ,89345507.0,1.56,Everett Willard Gray,82279605.0
SSTI,"SoundThinking, Inc.",NASDAQ,88993293.0,6.87,Ralph A. Clark,91552458.0
XRXDW,Xerox Holdings Corporation Warrants,NASDAQ,88880625.0,0.1145,Louis J. Pastor,3755235680.0
PEW,GrabAGun Digital Holdings Inc.,NYSE,88546967.0,2.95,Marc Nemati,-44675735.0
DTIL,"Precision BioSciences, Inc.",NASDAQ,88514263.0,6.9,Juli Blanche,-28658516.0
STEM,"Stem, Inc.",NYSE,88086150.0,10.34,Arun Narayanan,445212322.0
NEOV,NeoVolta Inc.,NASDAQ,88076347.0,2.57,Henry Ardes Johnson,113178864.0
VTIX,Virtuix Holdings Inc. Class A Common Stock,NASDAQ,88065219.0,3.22,Jan Roger Goetgeluk,721562884.0
OWLT,"Owlet, Inc.",NYSE,87939212.0,4.86,Kurt Workman,9084405000.0
GLND,Greenland Energy Company Common Stock,NASDAQ,87881580.0,3.36,Robert Brooks Price,123416825.0
EXOZ,"eXoZymes, Inc.",NASDAQ,87757567.0,10.35,Michael Heltzen,89561632.0
FLL,"Full House Resorts, Inc.",NASDAQ,87585366.0,2.42,Daniel R. Lee,584974910.0
HSPTU,Horizon Space Acquisition II Corp.,NASDAQ,87566906.0,9.2,Mingyu Li,73477083.0
OCCI,"OFS Credit Company, Inc.",NASDAQ,87555094.0,3.01,Bilal Rashid,223578284.0
PEW-WT,GrabAGun Digital Holdings Inc. WT,NYSE,87408195.0,0.4119,Marc Nemati,
MXCT,"MaxCyte, Inc.",NASDAQ,87369904.0,0.8176,Maher Masoud,162841173.0
FTLF,"FitLife Brands, Inc.",NASDAQ,86961327.0,9.26,Dayton Robert Judd,195677690.0
CGTX,"Cognition Therapeutics, Inc.",NASDAQ,86826985.0,1.18,Lisa Ricciardi,62063427.0
ATLX,Atlas Lithium Corporation,NASDAQ,86386594.0,4.67,Marc Fogassa,51804203.0
WLACW,Willow Lane Acquisition Corp.,NASDAQ,86273000.0,6.82,Luke Weil,159573170.0
BMEA,"Biomea Fusion, Inc.",NASDAQ,86269629.0,1.45,Michael J. Hitchcock,10539804.0
QUMSU,Quantumsphere Acquisition Corp. Units,NASDAQ,86022452.0,10.11,Ping Zhang,
UPXI,"Upexi, Inc.",NASDAQ,85987000.0,1.24,Allan J. Marshall,48386728.0
NTHI,"Neonc Technologies Holdings, Inc.",NASDAQ,85978500.0,4.3,Amir Farrokh Heshmatpour,165136281.0
SAFX,"XCF Global, Inc. Class A Common Stock",NASDAQ,85949606.0,0.3694,Christopher Cooper,160608048.0
ALXO,ALX Oncology Holdings Inc.,NASDAQ,85678962.0,1.58,Jason W. Lettmann,49477990.0
CAPN,Cayson Acquisition Corp Ordinary shares,NASDAQ,85660200.0,10.94,Yawei Cao,
GNSS,Genasys Inc.,NASDAQ,85451247.0,1.89,Richard S. Danforth,123772268.0
AIRG,"Airgain, Inc.",NASDAQ,85322766.0,6.98,Jacob Suen,49293399.0
CAMP,CAMP4 Therapeutics Corporation,NASDAQ,85173294.0,4.01,Joshua Mandel-Brehm,78689875.0
VGAS,"Verde Clean Fuels, Inc.",NASDAQ,85089778.0,1.91,George Wrigley Burdette,-20272571.0
ZVIA,Zevia PBC,NYSE,84358250.0,1.25,Amy E. Taylor,128471479.0
DLHC,DLH Holdings Corp.,NASDAQ,84204330.0,5.81,Zachary C. Parker,226134550.0
WRAP,"Wrap Technologies, Inc.",NASDAQ,83805082.0,1.51,Scot Jason Cohen,118878949.0
PBHC,"Pathfinder Bancorp, Inc.",NASDAQ,82499834.0,13.4,James A. Dowd,184498212.0
PODC,"PodcastOne, Inc.",NASDAQ,82189012.0,2.99,Robert S. Ellin,38175396.0
GOSS,"Gossamer Bio, Inc.",NASDAQ,82049722.0,0.3496,Faheem Hasnain,872645303.0
AUBN,"Auburn National Bancorporation, Inc.",NASDAQ,81848361.0,23.4129,David A. Hedges,78526188.0
VTVT,vTv Therapeutics Inc.,NASDAQ,81840313.0,31.27,Paul J. Sekhri,247929043.0
RSSS,"Research Solutions, Inc.",NASDAQ,81605580.0,2.48,Roy W. Olivier,75827694.0
TEAD,Teads Holding Co.,NASDAQ,81472776.0,0.84,David Kostman,580112328.0
MAYS,"J.W. Mays, Inc.",NASDAQ,81356881.0,40.36,Lloyd J. Shulman,
AVD,American Vanguard Corporation,NYSE,81337860.0,2.85,Douglas A. Kaye,287548320.0
CSBR,"Champions Oncology, Inc.",NASDAQ,81239169.0,5.8501,Robert Brainin,93987469.0
CPHC,Canterbury Park Holding Corporation,NASDAQ,81006962.0,15.81,Randall D. Sampson,62392993.0
OCC,Optical Cable Corporation,NASDAQ,80834062.0,9.12,Neil D. Wilkin Jr.,74622150.0
XXI,Twenty One Capital Inc,NYSE,80649000.0,7.83,Jack Mallers,133299992.0
UYSC,UY Scuti Acquisition Corp.,NASDAQ,80642404.0,10.53,Jialuan Ma,
BEEP,Mobile Infrastructure Corporation,NASDAQ,80325375.0,1.95,Stephanie L. Hogue,296141943.0
VRM,"Vroom, Inc.",NASDAQ,80277646.0,15.42,Thomas H. Shortt,872478863.0
PFX,PhenixFIN Corporation,NASDAQ,80124231.0,40.097,David Aaron Lorber,
HSDT,Solana Company,NASDAQ,79793994.0,1.98,Dane Carl Andreeff,56436260.0
FDSB,Fifth District Savings Bank,NASDAQ,79604687.0,15.05,Amie L. Lyons,72182000.0
WHLRL,"Wheeler Real Estate Investment Trust, Inc.",NASDAQ,79488410.0,83.94,Michael Andrew Franklin,
HSPT,Horizon Space Acquisition II Corp.,NASDAQ,79249170.0,10.01,Mingyu Li,73777083.0
TISI,"Team, Inc.",NYSE,79039160.0,17.29,Gary L. Hill,395041130.0
HNNA,"Hennessy Advisors, Inc.",NASDAQ,78921770.0,10.0,Neil Joseph Hennessy,49454805.0
BARK,"BARK, Inc.",NYSE,78725614.0,9.11,Matt Meeker,234752670.0
SSEA,Starry Sea Acquisition Corp Ordinary Shares,NASDAQ,78114960.0,10.23,Yan Liang,22437793.0
HIT,"Health In Tech, Inc.",NASDAQ,78052865.0,1.45,Tim Johnson,81261733.0
VANI,"Vivani Medical, Inc.",NASDAQ,77983303.0,1.32,Adam Mendelsohn,79361470.0
SLNG,"Stabilis Solutions, Inc.",NASDAQ,77732538.0,4.18,J. Casey Crenshaw,85983169.0
MMTXU,Miluna Acquisition Corp,NASDAQ,77710410.0,10.1,Hao Yuan,
BLNK,Blink Charging Co.,NASDAQ,77503646.0,0.7105,Michael C. Battaglia,41162369.0
KLXE,"KLX Energy Services Holdings, Inc.",NASDAQ,77298195.0,3.93,Christopher J. Baker,347943000.0
MCHX,"Marchex, Inc.",NASDAQ,77077088.0,1.74,Russell C. Horowitz,63656320.0
GRWG,GrowGeneration Corp.,NASDAQ,76916352.0,1.28,Darren Lampert,88577500.0
XBIT,XBiotech Inc.,NASDAQ,76829082.0,2.52,Sushma Shivaswamy,-52685323.0
OM,"Outset Medical, Inc.",NASDAQ,76542488.0,4.18,Leslie L. Trigg,125944810.0
SYPR,"Sypris Solutions, Inc.",NASDAQ,76459500.0,3.32,Jeffrey T. Gill,73768800.0
ICCC,ImmuCell Corporation,NASDAQ,76354984.0,8.44,F. Olivier Te Boekhorst,64897284.0
FLD,Fold Holdings Inc,NASDAQ,76225350.0,1.5,William Reeves,102539295.0
SPRB,"Spruce Biosciences, Inc.",NASDAQ,76175050.0,55.52,Javier Szwarcberg,18608351.0
SERA,"Sera Prognostics, Inc.",NASDAQ,76000022.0,1.99,Zhenya Lindgardt,138998130.0
AISP,"Airship AI Holdings, Inc.",NASDAQ,75962478.0,2.21,Victor Huang,82787293.0
CTOR,"Citius Oncology, Inc.",NASDAQ,75916675.0,0.86,Leonard L. Mazur,148609180.0
ISPR,Ispire Technology Inc.,NASDAQ,75622620.0,1.32,Tuanfang Liu,128252939.0
SOTK,Sono-Tek Corporation,NASDAQ,75566971.0,4.81,R. Stephen Harshbarger,53076327.0
NTIC,Northern Technologies International Corporation,NASDAQ,75556328.0,7.96,G. Patrick Lynch,76021817.0
ATYR,"aTyr Pharma, Inc.",NASDAQ,75009168.0,0.765,Sanjay S. Shukla,74106834.0
PLRX,"Pliant Therapeutics, Inc.",NASDAQ,74916743.0,1.21,Bernard Coulie,58527602.0
DFDV,DeFi Development Corp.,NASDAQ,74737922.0,4.05,Joseph Mario Onorati,214735650.0
GAIA,"Gaia, Inc.",NASDAQ,74694832.0,2.99,Kiersten Medvedich,86530220.0
IZEA,"IZEA Worldwide, Inc.",NASDAQ,74371869.0,4.29,Patrick James Venetucci,24728742.0
GANX,"Gain Therapeutics, Inc.",NASDAQ,74345744.0,1.76,Gene Mack,86052480.0
BDSX,"Biodesix, Inc.",NASDAQ,74302913.0,9.84,Scott Hutton,105213800.0
PMVP,"PMV Pharmaceuticals, Inc.",NASDAQ,74127855.0,1.39,David H. Mack,28532016.0
EQ,"Equillium, Inc.",NASDAQ,73884635.0,2.08,Bruce D. Steel,112857639.0
SCLX,Scilex Holding Company,NASDAQ,73364573.0,8.64,Henry H. Ji,262202800.0
GPMT,Granite Point Mortgage Trust Inc.,NYSE,73247944.0,1.54,John A. Taylor,1220951564.0
ACET,"Adicet Bio, Inc.",NASDAQ,73220608.0,7.63,Chen Schor,33845049.0
CLSKW,"CleanSpark, Inc.",NASDAQ,73171639.0,0.26,S. Matthew Schultz,
NRT,North European Oil Royalty Trust,NYSE,73157096.0,7.96,Nancy J. Floyd Prue,53391278.0
CPBI,"Central Plains Bancshares, Inc. Common Stock",NASDAQ,73003227.0,17.36,Dannel R. Garness,28241201.0
FTCI,"FTC Solar, Inc.",NASDAQ,72315319.0,4.64,Yann Brandt,165649171.0
SPWR,SunPower Inc.,NASDAQ,72299651.0,0.83,Thurman John Rodgers,315500807.0
BYFC,Broadway Financial Corporation,NASDAQ,72266693.0,7.7701,Brian E. Argrett,206037031.0
AACIU,Armada Acquisition Corp. II,NASDAQ,71958289.0,10.02,Stephen Herbert,178892502.0
KPTI,Karyopharm Therapeutics Inc.,NASDAQ,71713202.0,8.4,Richard A. Paulson,253548600.0
SIEB,Siebert Financial Corp.,NASDAQ,71646575.0,1.75,John J. Gebbia,130900357.0
FBIO,"Fortress Biotech, Inc.",NASDAQ,71489692.0,2.22,Lindsay Allan Rosenwald,97040913.0
NDLS,Noodles & Company,NASDAQ,71188580.0,12.09,Joseph D. Christina,299989163.0
RYM,"RYTHM, Inc.",NASDAQ,70706311.0,32.9,Benjamin Kovler,90953828.0
PLCE,"The Children's Place, Inc.",NASDAQ,70633778.0,3.18,Muhammad Umair,597149840.0
CPSH,CPS Technologies Corporation,NASDAQ,70482645.0,4.61,Brian T. Mackey,42501876.0
UYSCU,UY Scuti Acquisition Corp. Units,NASDAQ,70180525.0,10.51,Jialuan Ma,
SGA,"Saga Communications, Inc.",NASDAQ,70160190.0,11.01,Christopher S. Forgy,52934400.0
VRCA,Verrica Pharmaceuticals Inc.,NASDAQ,70088818.0,6.58,Jayson Rieger,60005169.0
GCTS,"GCT Semiconductor Holding, Inc.",NYSE,70057778.0,1.32,John Brian Schlaefer,63583400.0
SPAI,Safe Pro Group Inc. Common Stock,NASDAQ,69936838.0,4.15,Daniyel Erdberg,54489042.0
OPXS,"Optex Systems Holdings, Inc",NASDAQ,69928569.0,10.08,Chad George,84500050.0
DCGO,DocGo Inc.,NASDAQ,69846207.0,0.7071,Lee Bienstock,65121905.0
SNBR,Sleep Number Corporation,NASDAQ,69814230.0,3.03,Linda A. Findley,1137520000.0
OKUR,"OnKure Therapeutics, Inc.",NASDAQ,69735360.0,5.1,Nicholas A. Saccomano,-19304847.0
BKKT-WT,"Bakkt Holdings, Inc.",NYSE,69609995.0,0.0817,Andrew A. Main,
FLNA,"Filana Therapeutics, Inc.",NASDAQ,69563370.0,1.44,Richard Jon Barry,3506849.0
RGS,Regis Corporation,NASDAQ,69516004.0,27.82,Susan Lintonsmith,368270200.0
UHG,"United Homes Group, Inc.",NASDAQ,69416111.0,1.18,John Gregory Micenko Jr.,213440296.0
SEV,Aptera Motors Corp.,NASDAQ,69288082.0,2.82,Chris Anthony,374250161.0
ACTU,Actuate Therapeutics Inc,NASDAQ,68284639.0,2.88,Daniel Schmitt,115899088.0
HOUR,"Hour Loop, Inc.",NASDAQ,68256747.0,1.94,Sam Lai,60317742.0
SCAG,Scage Future American Depositary Shares,NASDAQ,68245824.0,0.9399,Chao Gao,112326179.0
COYA,"Coya Therapeutics, Inc.",NASDAQ,68082557.0,4.07,Arun Swaminathan,50212803.0
BRID,Bridgford Foods Corporation,NASDAQ,67803935.0,7.47,Michael W. Bridgford,
AFCG,Advanced Flower Capital Inc.,NASDAQ,67763068.0,2.88,Daniel Neville,101118140.0
QTTB,Q32 Bio Inc.,NASDAQ,67647855.0,5.5,Jodie Pope Morrison,7884885.0
MCRB,"Seres Therapeutics, Inc.",NASDAQ,67583415.0,7.05,Richard N. Kender,169021548.0
MNOV,"MediciNova, Inc.",NASDAQ,67433044.0,1.37,Yuichi Iwaki,33660957.0
PDCC,Pearl Diver Credit Company Inc.,NYSE,67325174.0,9.895,Indranil Basu,
FORA,Forian Inc.,NASDAQ,67254964.0,2.155,Max C. Wygod,53065350.0
